id,team_id,name,nameEn,number,position,nationality,age,height,weight,marketValue,club
153,12,汉利,Grant Hanley,5,后卫,苏格兰,35,188,80,500万欧,诺维奇
154,12,克里斯蒂,Ryan Christie,17,中场,苏格兰,31,178,75,800万欧,伯恩茅斯
155,12,希基,Aaron Hickey,3,后卫,苏格兰,24,178,70,1500万欧,布伦特福德
156,12,弗雷泽,Ryan Fraser,16,中场,苏格兰,32,163,65,500万欧,南安普顿
157,12,库珀,Liam Cooper,6,后卫,苏格兰,35,184,80,500万欧,利兹联
158,13,普利希奇,Christian Pulisic,10,前锋,美国,28,177,70,4000万欧,AC米兰
159,13,巴洛贡,Folarin Balogun,20,前锋,美国,25,179,76,3000万欧,摩纳哥
160,13,雷纳,Giovanni Reyna,11,中场,美国,23,185,79,2500万欧,诺丁汉森林
161,13,亚当斯,Tyler Adams,4,中场,美国,27,176,70,1500万欧,伯恩茅斯
162,13,德斯特,Sergino Dest,2,后卫,美国,25,171,65,1500万欧,埃因霍温
163,13,特纳,Matt Turner,1,守门员,美国,32,191,86,800万欧,诺丁汉森林
164,13,罗宾逊,Antonee Robinson,5,后卫,美国,29,183,75,1500万欧,富勒姆
165,13,麦肯尼,Weston McKennie,8,中场,美国,28,185,84,1500万欧,尤文图斯
166,13,穆萨,Yunus Musah,14,中场,美国,23,178,75,2000万欧,AC米兰
167,13,维阿,Timothy Weah,21,前锋,美国,26,183,75,1000万欧,尤文图斯
168,13,齐默曼,Walker Zimmerman,3,后卫,美国,33,190,86,500万欧,纳什维尔
169,13,莫里斯,Jordan Morris,13,前锋,美国,32,180,79,500万欧,西雅图海湾人
170,13,阿科斯塔,Kellyn Acosta,23,中场,美国,31,178,75,500万欧,洛杉矶FC
171,13,斯卡利,Joe Scally,17,后卫,美国,23,181,75,800万欧,门兴格拉德巴赫
172,13,霍瓦特,Ethan Horvath,22,守门员,美国,31,193,88,500万欧,卡迪夫城
173,14,阿尔米隆,Miguel Almiron,10,中场,巴拉圭,32,175,70,2000万欧,纽卡斯尔
174,14,达米安·马丁内斯,Antony Silva,1,守门员,巴拉圭,42,188,85,300万欧,佩纳罗尔
175,14,古斯塔沃·戈麦斯,Gustavo Gomez,2,后卫,巴拉圭,33,190,85,800万欧,帕尔梅拉斯
176,14,阿尔德雷特,Bruno Valdez,4,后卫,巴拉圭,33,185,80,500万欧,博卡青年
177,14,比利亚桑蒂,Mathias Villasanti,8,中场,巴拉圭,29,178,75,500万欧,格雷米奥
178,14,恩西索,Julio Enciso,11,前锋,巴拉圭,22,173,70,2000万欧,布莱顿
179,14,萨纳夫里亚,Antonio Sanabria,9,前锋,巴拉圭,30,181,78,1000万欧,都灵
180,14,冈萨雷斯,Antonio Gonzalez,6,中场,巴拉圭,28,180,75,400万欧,波特诺山丘
181,14,阿萨门迪亚,Richard Sanchez,13,中场,巴拉圭,30,175,70,400万欧,美洲
182,14,佩雷斯,Adam Bareiro,19,前锋,巴拉圭,29,180,78,500万欧,圣洛伦索
183,15,马修·瑞安,Mathew Ryan,1,守门员,澳大利亚,34,184,82,500万欧,阿尔克马尔
184,15,苏塔,Harry Souttar,5,后卫,澳大利亚,27,198,95,1500万欧,莱斯特城
185,15,穆伊,Aaron Mooy,13,中场,澳大利亚,35,174,70,500万欧,凯尔特人
186,15,博伊尔,Martin Boyle,6,前锋,澳大利亚,33,172,68,800万欧,希伯尼安
187,15,麦格里,Riley McGree,8,中场,澳大利亚,27,178,75,800万欧,米德尔斯堡
188,15,赫鲁斯蒂奇,Ajdin Hrustic,10,中场,澳大利亚,30,183,75,800万欧,维罗纳
189,15,杜克,Mitchell Duke,15,前锋,澳大利亚,35,186,82,400万欧,FC东京
190,15,古德温,Craig Goodwin,11,前锋,澳大利亚,34,180,75,500万欧,阿德莱德联
191,15,德格内克,Milos Degenek,4,后卫,澳大利亚,32,187,82,500万欧,贝尔格莱德红星
192,15,卡拉契奇,Nathaniel Atkinson,2,后卫,澳大利亚,27,178,72,500万欧,哈茨
193,15,基努·巴克斯,Keanu Baccus,17,中场,澳大利亚,27,178,75,500万欧,圣米伦
194,15,兰格拉克,Mitchell Langerak,18,守门员,澳大利亚,37,193,85,300万欧,名古屋鲸鱼
195,16,恰尔汗奥卢,Hakan Calhanoglu,10,中场,土耳其,32,178,75,4000万欧,国际米兰
196,16,伊尔马兹,Burak Yilmaz,9,前锋,土耳其,41,188,85,300万欧,福图纳
197,16,德米拉尔,Merih Demiral,3,后卫,土耳其,28,190,85,2000万欧,吉达国民
198,16,瑟云聚,Caglar Soyuncu,4,后卫,土耳其,30,187,82,1500万欧,马德里竞技
199,16,云代尔,Cengiz Under,7,前锋,土耳其,29,173,68,1500万欧,费内巴切
200,16,阿克蒂尔科奥卢,Kerem Akturkoglu,11,前锋,土耳其,27,173,68,2000万欧,加拉塔萨雷
201,16,卡赫维奇,Ahmed Kutucu,17,中场,土耳其,26,178,75,500万欧,特拉布宗体育
202,16,巴因德尔,Altay Bayindir,1,守门员,土耳其,28,198,90,1000万欧,曼联
203,16,柯克曲,Orkun Kokcu,8,中场,土耳其,25,175,75,2500万欧,本菲卡
204,16,艾汗,Kaan Ayhan,22,后卫,土耳其,32,184,78,800万欧,加拉塔萨雷
205,16,托科兹,Ahmetcan Kaplan,2,后卫,土耳其,23,188,80,800万欧,阿贾克斯
206,16,亚泽哲,Yusuf Yazici,12,中场,土耳其,29,180,75,1000万欧,里尔
207,17,诺伊尔,Manuel Neuer,1,守门员,德国,40,193,92,2000万欧,拜仁慕尼黑
208,17,基米希,Joshua Kimmich,6,中场,德国,31,177,75,7000万欧,拜仁慕尼黑
209,17,吕迪格,Antonio Rudiger,2,后卫,德国,33,190,85,3000万欧,皇家马德里
210,17,聚勒,Niklas Sule,25,后卫,德国,30,195,97,2500万欧,多特蒙德
211,17,京多安,Ilkay Gundogan,21,中场,德国,35,180,78,2500万欧,巴塞罗那
212,17,哈弗茨,Kai Havertz,7,前锋,德国,27,193,82,6000万欧,阿森纳
213,17,穆西亚拉,Jamal Musiala,10,中场,德国,23,184,75,1.2亿欧,拜仁慕尼黑
214,17,萨内,Leroy Sane,19,前锋,德国,30,183,80,5000万欧,拜仁慕尼黑
215,17,维尔茨,Florian Wirtz,8,中场,德国,23,176,70,1亿欧,勒沃库森
216,17,穆科科,Youssoufa Moukoko,18,前锋,德国,21,178,75,3000万欧,多特蒙德
217,17,戈森斯,Robin Gosens,3,后卫,德国,32,183,78,1500万欧,柏林联合
218,17,格纳布里,Serge Gnabry,9,前锋,德国,31,175,75,3000万欧,拜仁慕尼黑
219,17,特拉普,Kevin Trapp,12,守门员,德国,35,189,88,1000万欧,法兰克福
220,17,施洛特贝克,Nico Schlotterbeck,23,后卫,德国,26,191,88,3000万欧,多特蒙德
221,17,安德里希,Robert Andrich,15,中场,德国,31,187,82,2000万欧,勒沃库森
222,18,鲁森,Elson Hooi,10,中场,库拉索,33,178,75,300万欧,海牙
223,18,巴库纳,Leandro Bacuna,7,中场,库拉索,34,178,75,500万欧,沃特福德
224,18,马蒂纳,Javier Martina,9,前锋,库拉索,38,175,70,200万欧,库拉索俱乐部
225,18,范德维尔,Gregory van der Wiel,2,后卫,库拉索,38,182,75,300万欧,库拉索俱乐部
226,18,科斯特利,Rangelo Janga,19,前锋,库拉索,32,190,85,300万欧,库拉索俱乐部
227,18,埃曼努埃尔森,Urby Emanuelson,3,后卫,库拉索,40,176,75,200万欧,库拉索俱乐部
228,18,福图纳,Charlison Benschop,11,前锋,库拉索,36,190,85,300万欧,库拉索俱乐部
229,19,阿莱,Sebastien Haller,9,前锋,科特迪瓦,32,190,82,2000万欧,多特蒙德
230,19,凯西,Franck Kessie,13,中场,科特迪瓦,29,183,78,2500万欧,吉达国民
231,19,拜利,Eric Bailly,3,后卫,科特迪瓦,32,187,85,1000万欧,贝西克塔斯
232,19,扎哈,Wilfried Zaha,11,前锋,科特迪瓦,33,180,68,2000万欧,加拉塔萨雷
233,19,佩佩,Nicolas Pepe,7,前锋,科特迪瓦,31,183,75,1500万欧,特拉布宗体育
234,19,科南,Serge Aurier,2,后卫,科特迪瓦,33,176,76,800万欧,诺丁汉森林
235,19,桑加雷,Ibrahim Sangare,8,中场,科特迪瓦,28,188,80,2000万欧,诺丁汉森林
236,19,格拉德尔,Max Gradel,17,中场,科特迪瓦,38,175,70,500万欧,加济安泰普
237,19,博加,Jeremie Boga,10,中场,科特迪瓦,29,172,72,1000万欧,尼斯
238,19,卡农,Wilfried Kanon,5,后卫,科特迪瓦,32,182,78,500万欧,金字塔
239,19,巴德拉,Badra Ali Sangare,1,守门员,科特迪瓦,30,188,82,500万欧,阿比让含羞草
240,19,科南,Max-Alain Gradel,14,中场,科特迪瓦,28,178,75,500万欧,索肖
241,20,恩纳·瓦伦西亚,Enner Valencia,13,前锋,厄瓜多尔,36,177,74,800万欧,巴西国际
242,20,凯塞多,Moises Caicedo,23,中场,厄瓜多尔,24,178,75,8000万欧,切尔西
243,20,埃斯图皮尼安,Pervis Estupinan,7,后卫,厄瓜多尔,28,175,75,2500万欧,布莱顿
244,20,因卡皮耶,Piero Hincapie,3,后卫,厄瓜多尔,24,183,78,2500万欧,勒沃库森
245,20,萨米恩托,Jeremy Sarmiento,10,中场,厄瓜多尔,23,178,70,1500万欧,伊普斯维奇
246,20,普拉塔,Gonzalo Plata,11,前锋,厄瓜多尔,25,178,70,1500万欧,巴拉多利德
247,20,加林德斯,Hernan Galindez,1,守门员,厄瓜多尔,39,188,85,500万欧,天主教大学
248,20,托雷斯,Felipe Torres,5,后卫,厄瓜多尔,27,182,75,500万欧,巴塞罗那SC
249,20,门德斯,Carlos Gruezo,8,中场,厄瓜多尔,31,173,68,800万欧,圣何塞地震
250,20,伊巴拉,Angel Mena,17,中场,厄瓜多尔,37,168,65,500万欧,莱昂
251,20,坎帕纳,Leonardo Campana,9,前锋,厄瓜多尔,25,188,80,800万欧,迈阿密国际
252,20,阿尔博莱达,Robert Arboleda,2,后卫,厄瓜多尔,35,188,82,500万欧,圣保罗
253,21,范戴克,Virgil van Dijk,4,后卫,荷兰,35,193,92,4000万欧,利物浦
254,21,弗朗基·德容,Frenkie de Jong,21,中场,荷兰,29,180,74,6000万欧,巴塞罗那
255,21,德里赫特,Matthijs de Ligt,3,后卫,荷兰,27,189,89,5000万欧,拜仁慕尼黑
256,21,德佩,Memphis Depay,10,前锋,荷兰,32,176,78,2000万欧,马德里竞技
257,21,加克波,Cody Gakpo,8,前锋,荷兰,27,189,80,5000万欧,利物浦
258,21,邓弗里斯,Denzel Dumfries,22,后卫,荷兰,30,188,80,2500万欧,国际米兰
259,21,马伦,Donyell Malen,18,前锋,荷兰,27,176,75,2500万欧,多特蒙德
260,21,哈维·西蒙斯,Xavi Simons,7,中场,荷兰,23,168,60,5000万欧,莱比锡
261,21,韦霍斯特,Wout Weghorst,9,前锋,荷兰,34,197,84,1000万欧,霍芬海姆
262,21,阿克,Nathan Ake,5,后卫,荷兰,31,180,75,3000万欧,曼城
263,21,库普梅纳斯,Teun Koopmeiners,14,中场,荷兰,28,183,80,3000万欧,尤文图斯
264,21,弗莱肯,Mark Flekken,1,守门员,荷兰,33,188,85,1500万欧,布伦特福德
265,21,廷伯,Jurrien Timber,2,后卫,荷兰,24,179,78,3000万欧,阿森纳
266,21,赖因德斯,Tijjani Reijnders,15,中场,荷兰,27,185,75,2000万欧,AC米兰
267,21,马伦,Georginio Wijnaldum,20,中场,荷兰,35,175,69,800万欧,达曼协作
268,22,川岛永嗣,Eiji Kawashima,1,守门员,日本,43,185,82,300万欧,斯特拉斯堡
269,22,远藤航,Wataru Endo,6,中场,日本,33,178,75,2000万欧,利物浦
270,22,三笘薰,Kaoru Mitoma,17,前锋,日本,29,178,73,4000万欧,布莱顿
271,22,久保建英,Takefusa Kubo,11,前锋,日本,25,173,68,3000万欧,皇家社会
272,22,南野拓实,Takumi Minamino,9,中场,日本,31,174,68,1500万欧,摩纳哥
273,22,伊东纯也,Junya Ito,14,前锋,日本,33,176,69,1500万欧,兰斯
274,22,富安健洋,Takehiro Tomiyasu,16,后卫,日本,27,188,82,2000万欧,阿森纳
275,22,板仓滉,Ko Itakura,4,后卫,日本,29,186,82,1500万欧,门兴格拉德巴赫
276,22,吉田麻也,Maya Yoshida,22,后卫,日本,38,189,82,500万欧,洛杉矶银河
277,22,柴崎岳,Gaku Shibasaki,7,中场,日本,34,175,70,800万欧,鹿岛鹿角
278,22,镰田大地,Daichi Kamada,10,中场,日本,30,180,72,2000万欧,拉齐奥
279,22,堂安律,Ritsu Doan,8,前锋,日本,28,172,70,1500万欧,弗赖堡
280,22,上田绮世,Ayase Ueda,13,前锋,日本,27,182,78,1500万欧,费耶诺德
281,22,权田修一,Shuichi Gonda,23,守门员,日本,37,187,85,500万欧,清水鼓动
282,22,中山雄太,Yuta Nakayama,3,后卫,日本,29,181,76,800万欧,哈德斯菲尔德
