id,lineup_id,player_id,number,name,position,is_starter
294,23,442,13,罗梅罗,后卫,1
295,23,443,19,奥塔门迪,后卫,1
296,23,444,7,德保罗,中场,1
297,23,445,24,恩佐·费尔南德斯,中场,1
298,23,446,20,麦卡利斯特,中场,1
299,23,447,10,梅西,前锋,1
300,23,448,9,阿尔瓦雷斯,前锋,1
301,23,449,22,劳塔罗,前锋,1
302,23,450,11,迪马利亚,前锋,1
303,23,451,5,帕雷德斯,中场,0
304,23,452,3,塔利亚菲科,后卫,0
305,23,453,8,阿库尼亚,后卫,0
306,24,93,1,索默,守门员,1
307,24,94,5,阿坎吉,后卫,1
308,24,95,22,埃尔维迪,后卫,1
309,24,96,13,里卡多·罗德里格斯,后卫,1
310,24,97,34,扎卡,中场,1
311,24,98,23,沙奇里,中场,1
312,24,99,7,恩博洛,前锋,1
313,24,100,11,巴尔加斯,前锋,1
314,24,101,6,弗罗伊勒,中场,1
315,24,102,8,扎卡里亚,中场,1
316,24,103,17,奥卡福尔,前锋,1
317,24,104,2,姆巴布,后卫,0
318,24,105,21,科贝尔,守门员,0
319,24,106,3,威德默,后卫,0
320,25,394,1,洛里,守门员,1
321,25,395,25,孔德,后卫,1
322,25,396,2,于帕梅卡诺,后卫,1
323,25,397,22,特奥,后卫,1
324,25,398,8,楚阿梅尼,中场,1
325,25,399,14,拉比奥特,中场,1
326,25,400,7,格列兹曼,前锋,1
327,25,401,10,姆巴佩,前锋,1
328,25,402,11,登贝莱,前锋,1
329,25,403,20,科曼,前锋,1
330,25,404,12,马库斯·图拉姆,前锋,1
331,25,405,16,迈尼昂,守门员,0
332,25,406,4,萨利巴,后卫,0
333,25,407,6,卡马文加,中场,0
334,26,348,23,乌奈·西蒙,守门员,1
335,26,349,2,卡瓦哈尔,后卫,1
336,26,350,14,拉波尔特,后卫,1
337,26,351,4,纳乔,后卫,1
338,26,352,16,罗德里,中场,1
339,26,353,26,佩德里,中场,1
340,26,354,9,加维,中场,1
341,26,355,19,亚马尔,前锋,1
342,26,356,7,莫拉塔,前锋,1
343,26,357,11,费兰·托雷斯,前锋,1
344,26,358,21,奥亚萨瓦尔,前锋,1
345,26,359,3,库库雷利亚,后卫,0
346,26,360,8,梅里诺,中场,0
347,26,361,12,何塞卢,前锋,0
348,27,527,1,皮克福德,守门员,1
349,27,528,2,凯尔·沃克,后卫,1
350,27,529,5,马奎尔,后卫,1
351,27,530,4,斯通斯,后卫,1
352,27,531,41,赖斯,中场,1
353,27,532,10,贝林厄姆,中场,1
354,27,533,9,凯恩,前锋,1
355,27,534,7,萨卡,前锋,1
356,27,535,20,帕尔默,中场,1
357,27,536,11,福登,中场,1
358,27,537,17,格拉利什,前锋,1
359,27,538,66,阿诺德,后卫,0
360,27,539,3,卢克·肖,后卫,0
361,27,540,8,麦迪逊,中场,0
362,28,440,23,马丁内斯,守门员,1
363,28,441,26,莫利纳,后卫,1
364,28,442,13,罗梅罗,后卫,1
365,28,443,19,奥塔门迪,后卫,1
366,28,444,7,德保罗,中场,1
367,28,445,24,恩佐·费尔南德斯,中场,1
368,28,446,20,麦卡利斯特,中场,1
369,28,447,10,梅西,前锋,1
370,28,448,9,阿尔瓦雷斯,前锋,1
371,28,449,22,劳塔罗,前锋,1
372,28,450,11,迪马利亚,前锋,1
373,28,451,5,帕雷德斯,中场,0
374,28,452,3,塔利亚菲科,后卫,0
375,28,453,8,阿库尼亚,后卫,0
376,29,394,1,洛里,守门员,1
377,29,395,25,孔德,后卫,1
378,29,396,2,于帕梅卡诺,后卫,1
379,29,397,22,特奥,后卫,1
380,29,398,8,楚阿梅尼,中场,1
381,29,399,14,拉比奥特,中场,1
382,29,400,7,格列兹曼,前锋,1
383,29,401,10,姆巴佩,前锋,1
384,29,402,11,登贝莱,前锋,1
385,29,403,20,科曼,前锋,1
386,29,404,12,马库斯·图拉姆,前锋,1
387,29,405,16,迈尼昂,守门员,0
388,29,406,4,萨利巴,后卫,0
389,29,407,6,卡马文加,中场,0
390,30,527,1,皮克福德,守门员,1
391,30,528,2,凯尔·沃克,后卫,1
392,30,529,5,马奎尔,后卫,1
393,30,530,4,斯通斯,后卫,1
394,30,531,41,赖斯,中场,1
395,30,532,10,贝林厄姆,中场,1
396,30,533,9,凯恩,前锋,1
397,30,534,7,萨卡,前锋,1
398,30,535,20,帕尔默,中场,1
399,30,536,11,福登,中场,1
400,30,537,17,格拉利什,前锋,1
401,30,538,66,阿诺德,后卫,0
402,30,539,3,卢克·肖,后卫,0
403,30,540,8,麦迪逊,中场,0
404,31,348,23,乌奈·西蒙,守门员,1
405,31,349,2,卡瓦哈尔,后卫,1
406,31,350,14,拉波尔特,后卫,1
407,31,351,4,纳乔,后卫,1
408,31,352,16,罗德里,中场,1
409,31,353,26,佩德里,中场,1
410,31,354,9,加维,中场,1
411,31,355,19,亚马尔,前锋,1
412,31,356,7,莫拉塔,前锋,1
413,31,357,11,费兰·托雷斯,前锋,1
414,31,358,21,奥亚萨瓦尔,前锋,1
415,31,359,3,库库雷利亚,后卫,0
416,31,360,8,梅里诺,中场,0
417,31,361,12,何塞卢,前锋,0
418,32,440,23,马丁内斯,守门员,1
419,32,441,26,莫利纳,后卫,1
420,32,442,13,罗梅罗,后卫,1
421,32,443,19,奥塔门迪,后卫,1
422,32,444,7,德保罗,中场,1
423,32,445,24,恩佐·费尔南德斯,中场,1
424,32,446,20,麦卡利斯特,中场,1
425,32,447,10,梅西,前锋,1
426,32,448,9,阿尔瓦雷斯,前锋,1
427,32,449,22,劳塔罗,前锋,1
428,32,450,11,迪马利亚,前锋,1
429,32,451,5,帕雷德斯,中场,0
430,32,452,3,塔利亚菲科,后卫,0
431,32,453,8,阿库尼亚,后卫,0
