id,match_id,player_id,number,name,team_side,rating
108,93,357,11,费兰·托雷斯,away,7.0
109,93,358,21,奥亚萨瓦尔,away,7.0
110,94,163,1,特纳,home,6.0
111,94,162,2,德斯特,home,5.5
112,94,168,3,齐默曼,home,5.5
113,94,164,5,罗宾逊,home,6.0
114,94,161,4,亚当斯,home,6.0
115,94,165,8,麦肯尼,home,6.0
116,94,166,14,穆萨,home,6.0
117,94,160,11,雷纳,home,6.5
118,94,158,10,普利希奇,home,7.5
119,94,159,20,巴洛贡,home,6.5
120,94,167,21,维阿,home,6.0
121,94,305,1,库尔图瓦,away,8.0
122,94,310,2,阿尔德韦雷尔德,away,7.5
123,94,309,5,费尔通亨,away,7.0
124,94,315,3,卡斯塔涅,away,7.0
125,94,312,8,蒂勒曼斯,away,7.5
126,94,306,7,德布劳内,away,9.0
127,94,311,11,卡拉斯科,away,7.5
128,94,308,11,多库,away,8.5
129,94,307,9,卢卡库,away,9.0
130,94,313,17,特罗萨德,away,7.5
131,94,314,19,奥蓬达,away,7.0
132,95,440,23,马丁内斯,home,7.5
133,95,441,26,莫利纳,home,7.0
134,95,442,13,罗梅罗,home,7.0
135,95,443,19,奥塔门迪,home,6.5
136,95,444,7,德保罗,home,7.5
137,95,445,24,恩佐·费尔南德斯,home,8.0
138,95,446,20,麦卡利斯特,home,7.5
139,95,447,10,梅西,home,9.0
140,95,448,9,阿尔瓦雷斯,home,8.5
141,95,449,22,劳塔罗,home,8.5
142,95,450,11,迪马利亚,home,7.0
143,95,326,1,法蒂,away,6.5
144,95,325,2,阿什拉夫,away,6.5
145,95,324,5,赫加齐,away,6.0
146,95,329,6,拉米,away,6.0
147,95,321,17,埃尔内尼,away,6.5
148,95,327,8,哈姆迪,away,6.0
149,95,323,7,特雷泽盖,away,6.5
150,95,320,10,萨拉赫,away,9.0
151,95,322,9,马尔穆什,away,7.5
152,95,328,11,阿德尔,away,6.5
153,96,93,1,索默,home,7.5
154,96,94,5,阿坎吉,home,7.0
155,96,95,22,埃尔维迪,home,7.0
156,96,96,13,里卡多·罗德里格斯,home,7.0
157,96,97,34,扎卡,home,8.0
158,96,101,6,弗罗伊勒,home,7.0
159,96,102,8,扎卡里亚,home,7.0
160,96,98,23,沙奇里,home,7.0
161,96,100,11,巴尔加斯,home,7.5
162,96,99,7,恩博洛,home,8.0
163,96,103,17,奥卡福尔,home,6.5
164,96,517,1,奥斯皮纳,away,7.5
165,96,519,11,夸德拉多,away,7.0
166,96,518,13,米纳,away,7.0
167,96,524,3,桑切斯,away,6.5
168,96,520,5,巴里奥斯,away,7.0
169,96,523,8,莱尔马,away,7.0
170,96,515,10,J罗,away,8.0
171,96,521,9,穆里尔,away,7.0
172,96,516,7,路易斯·迪亚斯,away,7.5
173,96,522,19,萨帕塔,away,6.5
174,96,525,14,博雷,away,6.5
175,97,394,1,洛里,home,7.5
176,97,395,25,孔德,home,7.5
177,97,396,2,于帕梅卡诺,home,7.5
178,97,397,22,特奥,home,7.0
179,97,398,8,楚阿梅尼,home,8.0
180,97,399,14,拉比奥特,home,7.5
181,97,400,7,格列兹曼,home,8.5
182,97,401,10,姆巴佩,home,8.5
183,97,402,11,登贝莱,home,7.5
184,97,403,20,科曼,home,7.0
185,97,404,12,马库斯·图拉姆,home,7.0
186,97,124,1,布努,away,6.5
187,97,125,2,阿什拉夫,away,6.5
188,97,132,5,阿格尔德,away,6.0
189,97,127,6,赛斯,away,6.0
190,97,126,3,马兹拉维,away,6.0
191,97,128,4,阿姆拉巴特,away,6.5
192,97,134,8,奥纳西,away,6.0
193,97,129,7,齐耶赫,away,6.5
194,97,130,19,恩内斯里,away,6.0
195,97,131,17,鲍法尔,away,5.5
196,97,135,11,穆尼尔,away,5.5
197,98,348,23,乌奈·西蒙,home,7.5
198,98,349,2,卡瓦哈尔,home,7.5
199,98,350,14,拉波尔特,home,7.5
200,98,351,4,纳乔,home,7.0
201,98,352,16,罗德里,home,8.5
202,98,353,26,佩德里,home,8.0
203,98,354,9,加维,home,7.5
204,98,355,19,亚马尔,home,9.0
205,98,356,7,莫拉塔,home,8.0
206,98,357,11,费兰·托雷斯,home,8.5
207,98,358,21,奥亚萨瓦尔,home,7.0
208,98,305,1,库尔图瓦,away,7.0
209,98,310,2,阿尔德韦雷尔德,away,6.5
210,98,309,5,费尔通亨,away,6.0
211,98,315,3,卡斯塔涅,away,6.0
212,98,312,8,蒂勒曼斯,away,6.5
213,98,306,7,德布劳内,away,8.0
214,98,311,11,卡拉斯科,away,6.5
215,98,308,11,多库,away,5.5
216,98,307,9,卢卡库,away,6.5
217,98,313,17,特罗萨德,away,6.5
218,98,314,19,奥蓬达,away,6.0
219,99,431,1,索尔斯韦特,home,7.0
220,99,438,2,赖恩斯,home,6.5
221,99,432,4,阿热,home,7.0
222,99,433,3,梅林,home,6.5
223,99,437,6,奥斯内斯,home,7.0
224,99,434,8,贝格,home,7.5
225,99,430,10,厄德高,home,8.0
226,99,435,11,埃尔尤努西,home,6.5
227,99,436,7,索尔洛特,home,6.5
228,99,429,9,哈兰德,home,8.5
229,99,439,17,努萨,home,6.5
230,99,527,1,皮克福德,away,8.0
231,99,528,2,凯尔·沃克,away,7.5
232,99,529,5,马奎尔,away,7.5
233,99,530,4,斯通斯,away,8.0
234,99,531,41,赖斯,away,8.5
235,99,532,10,贝林厄姆,away,9.0
236,99,533,9,凯恩,away,8.5
237,99,534,7,萨卡,away,7.5
238,99,535,20,帕尔默,away,7.5
239,99,536,11,福登,away,7.5
240,99,537,17,格拉利什,away,7.0
241,100,440,23,马丁内斯,home,8.0
242,100,441,26,莫利纳,home,7.5
243,100,442,13,罗梅罗,home,7.5
244,100,443,19,奥塔门迪,home,7.0
245,100,444,7,德保罗,home,7.5
246,100,445,24,恩佐·费尔南德斯,home,8.0
247,100,446,20,麦卡利斯特,home,7.5
248,100,447,10,梅西,home,9.5
249,100,448,9,阿尔瓦雷斯,home,8.5
250,100,449,22,劳塔罗,home,8.0
251,100,450,11,迪马利亚,home,7.0
252,100,93,1,索默,away,7.0
253,100,94,5,阿坎吉,away,6.5
254,100,95,22,埃尔维迪,away,6.5
255,100,96,13,里卡多·罗德里格斯,away,6.5
256,100,97,34,扎卡,away,7.5
257,100,101,6,弗罗伊勒,away,6.5
258,100,102,8,扎卡里亚,away,6.5
259,100,98,23,沙奇里,away,6.5
260,100,100,11,巴尔加斯,away,6.5
261,100,99,7,恩博洛,away,7.5
262,100,103,17,奥卡福尔,away,6.0
263,101,394,1,洛里,home,6.5
264,101,395,25,孔德,home,6.5
265,101,396,2,于帕梅卡诺,home,6.5
266,101,397,22,特奥,home,6.0
267,101,398,8,楚阿梅尼,home,6.5
268,101,399,14,拉比奥特,home,6.5
269,101,400,7,格列兹曼,home,6.5
270,101,401,10,姆巴佩,home,7.0
271,101,402,11,登贝莱,home,6.0
272,101,403,20,科曼,home,6.5
273,101,404,12,马库斯·图拉姆,home,6.0
274,101,348,23,乌奈·西蒙,away,8.0
275,101,349,2,卡瓦哈尔,away,8.0
276,101,350,14,拉波尔特,away,8.0
277,101,351,4,纳乔,away,7.5
278,101,352,16,罗德里,away,9.0
279,101,353,26,佩德里,away,8.5
280,101,354,9,加维,away,8.0
281,101,355,19,亚马尔,away,9.0
282,101,356,7,莫拉塔,away,8.5
283,101,357,11,费兰·托雷斯,away,8.5
284,101,358,21,奥亚萨瓦尔,away,7.5
285,102,527,1,皮克福德,home,7.0
286,102,528,2,凯尔·沃克,home,7.0
287,102,529,5,马奎尔,home,6.5
288,102,530,4,斯通斯,home,7.0
289,102,531,41,赖斯,home,7.5
290,102,532,10,贝林厄姆,home,8.5
291,102,533,9,凯恩,home,7.5
292,102,534,7,萨卡,home,7.5
293,102,535,20,帕尔默,home,7.0
294,102,536,11,福登,home,7.0
295,102,537,17,格拉利什,home,6.5
296,102,440,23,马丁内斯,away,7.5
297,102,441,26,莫利纳,away,7.5
298,102,442,13,罗梅罗,away,7.5
299,102,443,19,奥塔门迪,away,7.0
300,102,444,7,德保罗,away,7.5
301,102,445,24,恩佐·费尔南德斯,away,8.0
302,102,446,20,麦卡利斯特,away,7.5
303,102,447,10,梅西,away,9.0
304,102,448,9,阿尔瓦雷斯,away,8.5
305,102,449,22,劳塔罗,away,7.0
306,102,450,11,迪马利亚,away,7.0
307,103,394,1,洛里,home,6.0
308,103,395,25,孔德,home,6.0
309,103,396,2,于帕梅卡诺,home,5.5
310,103,397,22,特奥,home,6.0
311,103,398,8,楚阿梅尼,home,6.5
312,103,399,14,拉比奥特,home,6.0
313,103,400,7,格列兹曼,home,7.5
314,103,401,10,姆巴佩,home,9.0
315,103,402,11,登贝莱,home,8.0
316,103,403,20,科曼,home,6.5
317,103,404,12,马库斯·图拉姆,home,6.0
318,103,527,1,皮克福德,away,7.0
319,103,528,2,凯尔·沃克,away,7.0
320,103,529,5,马奎尔,away,6.5
321,103,530,4,斯通斯,away,7.0
322,103,531,41,赖斯,away,7.5
323,103,532,10,贝林厄姆,away,8.5
324,103,533,9,凯恩,away,9.5
325,103,534,7,萨卡,away,8.0
326,103,535,20,帕尔默,away,8.0
327,103,536,11,福登,away,7.5
328,103,537,17,格拉利什,away,7.0
329,104,348,23,乌奈·西蒙,home,8.5
330,104,349,2,卡瓦哈尔,home,8.0
331,104,350,14,拉波尔特,home,8.0
332,104,351,4,纳乔,home,7.5
333,104,352,16,罗德里,home,9.0
334,104,353,26,佩德里,home,8.0
335,104,354,9,加维,home,7.5
336,104,355,19,亚马尔,home,9.0
337,104,356,7,莫拉塔,home,7.0
338,104,357,11,费兰·托雷斯,home,8.5
339,104,358,21,奥亚萨瓦尔,home,7.0
340,104,440,23,马丁内斯,away,7.5
341,104,441,26,莫利纳,away,7.0
342,104,442,13,罗梅罗,away,7.0
343,104,443,19,奥塔门迪,away,6.5
344,104,444,7,德保罗,away,6.5
345,104,445,24,恩佐·费尔南德斯,away,7.5
346,104,446,20,麦卡利斯特,away,7.0
347,104,447,10,梅西,away,8.0
348,104,448,9,阿尔瓦雷斯,away,7.0
349,104,449,22,劳塔罗,away,6.5
350,104,450,11,迪马利亚,away,6.5
